"Sale_Price","Street","Utilities","Total_Bsmt_SF","Bedroom_AbvGr","Garage_Cars","Pool_Area","Gr_Liv_Area","Wood_Deck_SF","Fireplaces","Lot_Area","TotRms_AbvGrd"
137900,"Pave","AllPub",855,3,2,0,1456,0,1,2349,6
147000,"Pave","AllPub",804,3,2,0,1548,108,1,2364,7
148500,"Pave","AllPub",855,3,2,0,1441,28,1,2289,7
138000,"Pave","AllPub",855,3,2,0,1456,147,1,2364,6
128500,"Pave","AllPub",836,2,1,0,836,150,0,2104,5
100000,"Pave","AllPub",892,3,1,0,892,0,0,7150,5
148800,"Pave","AllPub",864,3,2,0,1120,0,1,10710,5
337500,"Pave","AllPub",1700,3,3,0,1718,216,1,12456,7
462000,"Pave","AllPub",1776,4,3,0,2772,135,3,14257,10
485000,"Pave","AllPub",1926,4,3,0,3140,144,2,13518,11
555000,"Pave","AllPub",3094,2,3,0,2402,0,2,15431,10
325000,"Pave","AllPub",1652,2,2,0,1652,404,2,13173,6
256300,"Pave","AllPub",1566,3,3,0,1600,0,1,14230,7
253293,"Pave","AllPub",2042,3,3,0,2042,0,1,12704,8
398800,"Pave","AllPub",1365,3,3,0,2690,0,1,12350,8
335000,"Pave","AllPub",1104,3,3,0,2184,0,1,11308,10
404000,"Pave","AllPub",2020,3,3,0,2020,192,1,12350,7
402861,"Pave","AllPub",2006,3,3,0,2020,156,1,12220,9
451950,"Pave","AllPub",1722,3,3,0,2296,382,1,13478,10
610000,"Pave","AllPub",2630,2,3,0,2674,360,2,13693,8
582933,"Pave","AllPub",1734,4,3,0,2822,52,1,13891,12
360000,"Pave","AllPub",1736,3,3,0,1736,319,1,11578,7
296000,"Pave","AllPub",1782,3,3,0,1782,99,2,16870,7
409900,"Pave","AllPub",1508,5,3,0,2520,192,1,23303,10
255500,"Pave","AllPub",1709,3,3,0,1717,169,1,11146,7
335000,"Pave","AllPub",1739,3,3,0,1743,168,1,10367,8
274900,"Pave","AllPub",1713,3,3,0,1713,0,1,9591,7
300000,"Pave","AllPub",1504,2,3,0,1531,184,1,10872,6
324000,"Pave","AllPub",1774,3,3,0,1808,200,1,13514,7
350000,"Pave","AllPub",1462,4,3,0,2224,184,1,8834,10
280000,"Pave","AllPub",1836,3,3,0,1836,125,1,11362,7
284000,"Pave","AllPub",3206,3,3,0,1629,0,1,10655,7
269500,"Pave","AllPub",1760,3,2,0,1760,165,1,12878,8
233170,"Pave","AllPub",1502,3,2,0,1502,0,0,9541,7
386250,"Pave","AllPub",2392,3,3,0,2392,248,1,13472,8
445000,"Pave","AllPub",2452,3,3,0,2452,0,1,15274,10
290000,"Pave","AllPub",1082,4,3,0,2400,114,1,13262,10
255900,"Pave","AllPub",1598,3,3,0,1606,230,1,9658,6
213000,"Pave","AllPub",1358,2,2,0,1358,192,1,6904,6
196000,"Pave","AllPub",1306,1,2,0,1306,170,1,5381,5
184500,"Pave","AllPub",1306,1,2,0,1306,170,1,5122,5
212500,"Pave","AllPub",1350,2,2,0,1358,192,1,10307,6
230000,"Pave","AllPub",1314,2,2,0,1314,172,1,5001,6
552000,"Pave","AllPub",2492,2,3,0,2492,226,1,14836,8
382500,"Pave","AllPub",2200,3,3,0,2200,208,1,15262,8
320000,"Pave","AllPub",1884,2,2,0,1884,231,1,7390,6
248500,"Pave","AllPub",1451,2,2,0,1456,192,1,6472,6
286500,"Pave","AllPub",1712,3,3,0,1712,218,1,16770,8
254000,"Pave","AllPub",1324,2,2,0,1324,192,1,6240,6
173000,"Pave","AllPub",1405,2,2,0,1405,148,1,3480,6
173000,"Pave","AllPub",764,2,2,0,1626,0,0,2268,6
184000,"Pave","AllPub",728,3,2,0,1456,100,1,10928,8
167800,"Pave","AllPub",745,3,2,0,1490,36,1,8918,7
174000,"Pave","AllPub",742,3,2,0,1484,36,1,12589,8
174000,"Pave","AllPub",684,3,2,0,1560,100,1,11911,6
174000,"Pave","AllPub",1373,2,3,0,1555,143,1,3684,7
175900,"Pave","AllPub",1386,1,3,0,1569,143,1,3635,7
192500,"Pave","AllPub",1373,2,2,0,1555,143,1,3182,7
181000,"Pave","AllPub",1346,1,2,0,1504,156,1,3182,7
180000,"Pave","AllPub",1220,2,2,0,1220,100,1,3182,5
160200,"Pave","AllPub",1145,2,2,0,1145,100,1,3182,5
188500,"Pave","AllPub",716,3,2,0,1432,100,1,7795,6
200000,"Pave","AllPub",1010,4,2,0,2267,120,1,8068,8
170000,"Pave","AllPub",384,3,2,0,1374,100,1,9434,6
189500,"Pave","AllPub",868,3,2,0,1630,120,1,7984,7
184100,"Pave","AllPub",408,3,2,0,1419,120,1,7750,7
195500,"Pave","AllPub",846,3,2,0,1594,300,1,10125,7
192000,"Pave","AllPub",782,3,2,0,1489,0,1,8965,8
178000,"Pave","AllPub",698,3,2,0,1342,100,1,8174,7
207500,"Pave","AllPub",1314,2,2,0,1314,172,1,5063,6
236000,"Pave","AllPub",952,4,2,0,2256,224,1,8795,8
257500,"Pave","AllPub",870,4,3,0,2004,0,1,12891,8
244000,"Pave","AllPub",992,3,2,0,2054,24,1,12224,7
167000,"Pave","AllPub",384,3,2,0,1374,0,0,9734,7
179000,"Pave","AllPub",982,3,2,0,1800,100,1,8123,7
190000,"Pave","AllPub",794,3,2,0,1514,0,1,8433,7
156000,"Pave","AllPub",384,3,2,0,1430,0,1,7750,7
245000,"Pave","AllPub",1177,4,3,0,2312,298,1,15896,8
181000,"Pave","AllPub",841,3,2,0,1675,0,1,24682,7
214000,"Pave","AllPub",992,3,2,0,2060,0,1,8755,8
168000,"Pave","AllPub",384,3,2,0,1430,0,1,7848,7
337000,"Pave","AllPub",1252,3,3,0,2365,0,1,9430,8
403000,"Pave","AllPub",1462,4,3,0,2794,0,1,15138,9
327000,"Pave","AllPub",1455,4,3,0,2687,252,2,12720,10
340000,"Pave","AllPub",1284,3,3,0,2450,0,1,16545,7
336000,"Pave","AllPub",1225,4,3,0,2612,250,1,12203,8
265000,"Pave","AllPub",1264,3,3,0,2344,220,1,10208,7
315000,"Pave","AllPub",2024,3,3,0,2063,182,2,10750,7
260000,"Pave","AllPub",1347,4,3,0,2646,340,1,9900,9
260000,"Pave","AllPub",1070,3,2,0,2061,296,1,9085,7
263550,"Pave","AllPub",1173,3,2,0,2232,173,1,11692,8
402000,"Pave","AllPub",1629,4,3,0,2448,517,1,46589,8
248000,"Pave","AllPub",973,3,2,0,1850,168,1,29959,7
244600,"Pave","AllPub",1468,3,3,0,1468,210,1,9612,6
275000,"Pave","AllPub",1696,3,3,0,1696,120,0,11194,7
257500,"Pave","AllPub",1614,3,3,0,1658,144,1,10206,7
287090,"Pave","AllPub",1573,3,3,0,1578,0,1,9262,7
275500,"Pave","AllPub",1702,3,3,0,1702,0,1,10130,7
245000,"Pave","AllPub",1422,3,2,0,1432,297,1,9139,7
253000,"Pave","AllPub",1113,3,2,0,1971,0,1,9675,8
468000,"Pave","AllPub",2458,2,3,0,2490,70,2,11128,9
252678,"Pave","AllPub",900,3,2,0,1852,168,1,8640,7
210000,"Pave","AllPub",768,3,2,0,1590,0,0,9000,6
208300,"Pave","AllPub",1218,2,2,0,1218,0,0,7862,4
225000,"Pave","AllPub",1436,3,2,0,1436,0,0,7993,6
229456,"Pave","AllPub",1300,3,2,0,1314,135,0,8640,6
229800,"Pave","AllPub",1402,3,2,0,1402,205,0,8640,7
250000,"Pave","AllPub",1530,3,3,0,1530,212,1,12606,7
370878,"Pave","AllPub",1766,2,3,0,1766,195,1,9187,7
238500,"Pave","AllPub",1372,2,2,0,1448,0,1,7500,6
310000,"Pave","AllPub",1017,3,3,0,2007,168,1,11003,10
270000,"Pave","AllPub",900,3,3,0,1795,168,1,10603,8
252000,"Pave","AllPub",1082,3,3,0,1953,160,1,10574,9
241000,"Pave","AllPub",1092,2,2,0,1550,0,0,8125,7
264500,"Pave","AllPub",1836,3,2,0,1836,0,1,8125,8
291000,"Pave","AllPub",1652,3,3,0,1662,168,1,10625,8
263000,"Pave","AllPub",912,4,2,0,2094,182,1,9375,8
185000,"Pave","AllPub",1221,2,2,0,1221,0,0,7500,6
234500,"Pave","AllPub",1553,3,2,0,1553,192,0,8736,6
209000,"Pave","AllPub",812,3,2,0,1653,0,0,8127,6
159000,"Pave","AllPub",1218,3,2,0,1218,0,0,9605,6
152000,"Pave","AllPub",1141,3,2,0,1141,182,0,7500,6
143500,"Pave","AllPub",1158,3,0,0,1158,0,0,7500,5
193000,"Pave","AllPub",835,3,2,0,1812,146,0,10628,8
203000,"Pave","AllPub",1512,3,3,0,1512,210,0,10141,6
184900,"Pave","AllPub",1176,2,2,0,1200,0,0,10083,5
159000,"Pave","AllPub",1114,3,2,0,1114,248,0,13072,6
142000,"Pave","AllPub",1114,3,0,0,1114,0,0,13072,6
153000,"Pave","AllPub",1114,3,2,0,1114,0,0,12450,6
224243,"Pave","AllPub",1450,2,3,0,1450,0,0,7328,6
220000,"Pave","AllPub",913,4,2,0,2122,0,1,11492,8
257000,"Pave","AllPub",1844,2,2,0,1844,165,1,10994,7
189000,"Pave","AllPub",1454,3,2,0,1434,290,1,8529,6
171500,"Pave","AllPub",816,3,2,0,1730,0,0,7703,6
120000,"Pave","AllPub",626,3,1,0,1217,0,1,10762,6
145000,"Pave","AllPub",1332,2,2,0,1332,0,0,7175,5
184000,"Pave","AllPub",754,3,2,0,1540,140,0,9109,6
162000,"Pave","AllPub",676,3,2,0,1400,0,0,10274,6
160000,"Pave","AllPub",0,4,2,0,1882,0,2,8250,8
82000,"Pave","AllPub",721,2,1,0,841,250,0,8400,4
76000,"Pave","AllPub",784,2,2,0,784,0,0,9000,5
110000,"Pave","AllPub",980,3,2,0,980,0,0,9750,5
135000,"Pave","AllPub",980,3,2,0,980,192,0,7064,6
141000,"Pave","AllPub",864,3,2,0,864,0,0,8499,5
122000,"Pave","AllPub",864,2,1,0,864,158,0,9079,5
124100,"Pave","AllPub",1024,3,1,0,1020,171,0,9316,5
129000,"Pave","AllPub",912,3,1,0,912,0,0,7791,6
131400,"Pave","AllPub",864,3,1,0,1144,165,1,10000,6
62383,"Pave","AllPub",864,3,1,0,864,0,1,8281,5
123000,"Pave","AllPub",912,3,1,0,912,0,0,7150,6
275000,"Pave","AllPub",2014,2,3,0,2014,462,2,15676,6
235000,"Pave","AllPub",975,3,2,0,1755,502,1,11949,7
280750,"Pave","AllPub",1376,3,3,0,3005,0,1,2880,9
164500,"Pave","AllPub",612,2,2,0,1224,0,0,3951,4
173733,"Pave","AllPub",612,2,2,0,1224,0,0,3000,4
222000,"Pave","AllPub",1726,2,2,0,1726,0,1,3830,6
195000,"Pave","AllPub",1145,1,2,0,1256,0,1,4217,5
172500,"Pave","AllPub",729,3,2,0,1471,0,0,3230,6
180000,"Pave","AllPub",756,2,2,0,1512,0,0,2998,4
156000,"Pave","AllPub",691,3,2,0,1452,0,0,3768,6
172500,"Pave","AllPub",970,3,2,0,1739,115,0,2645,7
318750,"Pave","AllPub",1694,2,2,0,1694,501,1,14694,5
211500,"Pave","AllPub",1226,1,2,0,1226,133,2,3782,4
241600,"Pave","AllPub",1740,2,2,0,1740,228,0,15417,7
180500,"Pave","AllPub",392,4,2,0,2499,0,1,9600,5
150000,"Pave","AllPub",1281,3,2,0,1620,120,1,9991,8
154000,"Pave","AllPub",727,4,2,0,1556,0,0,11700,8
185000,"Pave","AllPub",1442,2,2,0,1442,371,1,11717,6
185750,"Pave","AllPub",1489,3,2,0,1489,0,1,9156,7
200000,"Pave","AllPub",1107,3,2,0,2090,235,2,10382,7
206000,"Pave","AllPub",752,3,2,0,2067,297,2,12732,7
162000,"Pave","AllPub",723,3,2,0,1395,294,1,12936,6
256900,"Pave","AllPub",932,5,2,0,2640,0,1,10400,8
197900,"Pave","AllPub",1680,3,2,0,1724,0,1,17871,7
163000,"Pave","AllPub",1288,3,2,0,1336,312,1,9600,6
113000,"Pave","AllPub",1216,3,1,0,1216,0,0,9000,5
230000,"Pave","AllPub",908,4,2,0,2288,321,2,13774,8
167900,"Pave","AllPub",1350,2,2,0,1334,0,1,9650,6
213250,"Pave","AllPub",1650,3,2,0,1680,78,1,10140,7
227000,"Pave","AllPub",810,3,2,0,1665,0,0,8400,6
130000,"Pave","AllPub",864,2,1,0,864,0,0,7130,5
143000,"Pave","AllPub",1568,3,2,0,1568,160,0,9600,7
117500,"Pave","AllPub",925,2,1,0,925,0,0,9100,5
168500,"Pave","AllPub",1165,4,2,0,2061,0,1,9600,8
172500,"Pave","AllPub",1232,3,2,0,1320,0,1,16500,5
161500,"Pave","AllPub",1372,3,2,0,1342,0,1,9790,7
141500,"Pave","AllPub",894,2,2,0,894,0,1,7436,5
118000,"Pave","AllPub",864,3,1,0,864,0,0,8125,5
127500,"Pave","AllPub",864,2,1,0,864,0,0,9100,5
140000,"Pave","AllPub",1040,3,3,0,1362,0,1,9450,6
177625,"Pave","AllPub",1048,3,2,0,1728,0,1,13495,7
110000,"Pave","AllPub",1584,4,3,0,1776,0,0,11475,9
167000,"Pave","AllPub",1516,3,2,0,1516,0,0,10004,6
153000,"Pave","AllPub",1313,3,2,0,1313,172,1,9350,6
145100,"Pave","AllPub",1292,3,2,0,1292,0,2,10500,6
154000,"Pave","AllPub",1154,3,2,0,1154,0,1,11000,6
177500,"Pave","AllPub",744,4,2,0,2140,0,1,8970,7
158000,"Pave","AllPub",1127,3,2,0,1445,180,1,12095,7
124500,"Pave","AllPub",1041,3,1,0,1041,224,0,9600,6
174500,"Pave","AllPub",1208,4,2,0,1576,85,1,11475,7
122000,"Pave","AllPub",960,2,1,0,960,0,0,9768,5
82500,"Pave","AllPub",420,2,0,0,708,164,0,5330,5
110000,"Pave","AllPub",709,3,1,0,1203,0,1,7015,5
149500,"Pave","AllPub",1505,2,2,0,1505,0,1,12160,6
175000,"Pave","AllPub",1680,2,2,0,1691,0,0,9900,5
167000,"Pave","AllPub",1416,3,2,0,1644,110,2,9600,7
128900,"Pave","AllPub",1050,2,1,0,1050,0,0,9600,5
140000,"Pave","AllPub",856,3,1,0,1668,0,0,9600,6
147000,"Pave","AllPub",1113,3,1,0,1113,0,1,9600,5
124000,"Pave","AllPub",1584,4,3,0,1584,0,0,8944,8
187500,"Pave","AllPub",1453,3,2,0,1453,0,1,10573,6
159000,"Pave","AllPub",1394,3,2,0,1394,0,2,9500,6
256000,"Pave","AllPub",1562,2,2,0,1567,0,2,14695,5
205000,"Pave","AllPub",768,3,2,0,1986,0,3,13600,7
193500,"Pave","AllPub",896,4,1,0,2142,0,1,13000,8
110000,"Pave","AllPub",1392,2,2,0,1392,0,2,13560,5
104900,"Pave","AllPub",715,4,1,0,1738,55,1,12513,7
150000,"Pave","AllPub",1169,3,1,0,1144,257,0,8760,6
156500,"Pave","AllPub",1478,3,2,0,1478,114,2,8400,6
176000,"Pave","AllPub",1329,3,2,0,1329,0,2,12285,5
149500,"Pave","AllPub",988,3,1,0,988,156,0,9240,6
139000,"Pave","AllPub",1240,3,1,0,1632,289,1,9600,6
155000,"Pave","AllPub",1215,3,1,0,1215,0,0,12400,6
120000,"Pave","AllPub",1202,3,1,0,1202,0,0,8750,6
153000,"Pave","AllPub",1382,3,1,0,1382,280,0,8750,6
144000,"Pave","AllPub",1200,3,1,0,1200,0,2,10400,6
176000,"Pave","AllPub",1362,3,2,0,1382,0,1,19296,6
153000,"Pave","AllPub",1297,3,2,0,1297,0,1,8532,5
135000,"Pave","AllPub",1866,4,2,0,1866,0,0,9482,8
131000,"Pave","AllPub",1062,3,1,0,1062,0,0,8128,6
123000,"Pave","AllPub",608,3,1,0,1319,66,0,10634,5
126000,"Pave","AllPub",631,2,2,0,1112,0,0,13070,5
115000,"Pave","AllPub",1005,2,2,0,1005,0,1,10434,5
164900,"Pave","AllPub",1008,2,1,0,1363,324,2,14559,6
113000,"Pave","AllPub",793,2,1,0,793,0,0,8480,4
145500,"Pave","AllPub",1031,2,1,0,1031,0,0,7626,5
102900,"Pave","AllPub",0,2,1,0,1210,208,0,9533,7
95000,"Pave","AllPub",978,3,2,0,1699,0,0,10615,7
152500,"Pave","AllPub",699,3,2,0,1527,0,1,11419,6
129900,"Pave","AllPub",1200,3,1,0,1200,126,0,9600,6
132000,"Pave","AllPub",972,2,1,0,972,0,1,8000,5
99900,"Pave","AllPub",792,2,1,0,792,0,0,5470,4
135000,"Pave","AllPub",660,3,1,0,1656,0,0,10410,8
149000,"Pave","AllPub",676,4,2,0,1352,187,0,10800,7
114000,"Pave","AllPub",405,2,1,0,1039,0,0,8146,6
109500,"Pave","AllPub",768,2,1,0,792,316,0,9022,5
125000,"Pave","AllPub",1054,3,1,0,1078,0,0,10230,6
142900,"Pave","AllPub",1313,3,2,0,2377,0,1,10410,8
156500,"Pave","AllPub",560,4,2,0,1690,0,0,7200,5
59000,"Pave","AllPub",416,2,0,0,599,0,0,5400,4
105000,"Pave","AllPub",840,2,1,0,1374,0,0,5400,6
106000,"Pave","AllPub",720,2,2,0,846,0,0,10800,4
78500,"Pave","AllPub",630,1,1,0,725,0,0,10800,4
190000,"Pave","AllPub",1248,6,3,0,2544,0,0,9671,12
154000,"Pave","AllPub",1380,3,1,0,1380,0,0,10143,6
163000,"Pave","AllPub",1040,3,2,0,1040,0,1,11500,6
200000,"Pave","AllPub",1248,6,4,0,2634,0,0,11643,12
143500,"Pave","AllPub",951,2,2,0,951,0,0,8010,6
135000,"Pave","AllPub",1105,3,1,0,1105,0,0,10454,5
153000,"Pave","AllPub",992,2,1,0,1306,0,0,8712,5
157500,"Pave","AllPub",1478,3,2,0,1478,0,2,17600,6
113500,"Pave","AllPub",160,2,1,0,1142,0,1,9000,5
133000,"Pave","AllPub",832,3,1,0,1268,0,1,12144,6
92900,"Pave","AllPub",0,2,2,0,1040,0,0,8544,6
128500,"Pave","AllPub",795,3,2,0,1133,0,0,8064,5
90000,"Pave","AllPub",0,2,2,0,1040,0,0,7200,6
138000,"Pave","AllPub",1208,3,1,0,1904,0,0,7200,7
128000,"Pave","AllPub",1041,3,1,0,1041,0,0,7350,6
139000,"Pave","AllPub",1029,3,1,0,1339,0,0,7560,6
118900,"Pave","AllPub",732,2,1,0,732,0,0,7200,4
138000,"Pave","AllPub",528,3,1,0,1183,0,0,8000,6
132500,"Pave","AllPub",1148,3,1,0,1148,0,0,7931,6
133500,"Pave","AllPub",832,4,1,0,1461,0,0,10800,6
135000,"Pave","AllPub",864,3,2,0,1495,180,0,8064,6
144750,"Pave","AllPub",780,4,2,0,1806,0,0,7570,8
145000,"Pave","AllPub",941,2,2,0,941,0,0,8604,4
127000,"Pave","AllPub",1045,3,1,0,1045,0,1,7936,6
109500,"Pave","AllPub",894,2,1,0,894,0,0,6600,5
115000,"Pave","AllPub",818,3,1,0,1224,0,0,3950,5
110000,"Pave","AllPub",440,2,2,0,1230,74,0,10440,5
128900,"Pave","AllPub",901,3,1,0,1378,54,0,4080,6
103500,"Pave","AllPub",972,4,2,0,1944,0,0,10307,12
66500,"Pave","AllPub",676,3,1,0,1131,26,0,5720,5
130000,"Pave","AllPub",240,3,2,0,1306,0,0,15660,6
129000,"Pave","AllPub",504,3,0,0,1464,0,0,9900,7
150000,"Pave","AllPub",690,3,2,0,1558,0,1,6406,7
107500,"Pave","AllPub",994,4,1,0,2372,0,0,6600,11
94550,"Pave","AllPub",600,4,0,0,1701,0,0,7627,8
124500,"Pave","AllPub",960,4,2,0,1960,0,0,7596,10
135000,"Pave","AllPub",651,3,1,0,1389,0,2,3378,6
103000,"Pave","AllPub",801,3,0,0,1447,80,0,10134,6
93000,"Pave","AllPub",936,2,2,0,936,0,0,6000,4
129500,"Pave","AllPub",768,3,1,0,1328,0,0,6000,6
93000,"Pave","AllPub",811,3,1,0,1387,0,0,6000,7
80000,"Pave","AllPub",861,2,2,0,861,0,0,7404,5
45000,"Pave","AllPub",0,1,1,0,612,0,0,5925,4
37900,"Pave","AllPub",600,2,0,0,968,0,0,5925,6
91300,"Pave","AllPub",190,2,1,0,886,144,0,5784,4
99500,"Pave","AllPub",624,2,1,0,792,0,0,8520,5
113000,"Pave","AllPub",736,2,0,0,1452,0,0,4456,8
87500,"Pave","AllPub",677,3,2,0,1510,0,0,9600,7
110000,"Pave","AllPub",720,2,1,0,1284,0,0,3500,5
106000,"Pave","AllPub",849,2,2,0,2138,40,0,8100,11
265979,"Pave","AllPub",1240,4,4,0,2640,181,1,11700,8
160000,"Pave","AllPub",917,3,1,0,2007,0,0,8400,8
119000,"Pave","AllPub",624,3,1,0,1288,0,1,3600,5
168000,"Pave","AllPub",916,4,2,0,1742,0,1,17671,8
58500,"Pave","AllPub",624,2,0,0,816,0,1,3300,5
143000,"Pave","AllPub",650,3,2,0,1482,0,0,9000,7
85000,"Pave","AllPub",1022,2,1,0,1022,0,0,7200,4
124900,"Pave","AllPub",1088,2,2,0,1869,48,0,8820,7
119000,"Pave","AllPub",972,3,1,0,1480,0,0,5400,6
146500,"Pave","AllPub",741,4,3,0,1521,0,0,9720,8
34900,"Pave","AllPub",720,2,0,0,720,0,0,7879,4
44000,"Pave","AllPub",245,2,0,0,797,0,0,9392,5
223500,"Pave","AllPub",1324,3,2,0,1576,0,1,21384,6
149000,"Pave","AllPub",1022,3,1,0,1432,266,1,6615,6
205000,"Pave","AllPub",952,3,2,0,1548,74,0,7264,5
137000,"Pave","AllPub",297,3,1,0,1654,244,1,4960,7
121000,"Pave","AllPub",952,2,1,0,952,0,1,8854,4
128000,"Pave","AllPub",672,3,1,0,1324,0,0,6000,6
134900,"Pave","AllPub",698,2,2,0,1176,210,0,6000,4
117000,"Pave","AllPub",884,3,1,0,1348,0,1,6000,5
132500,"Pave","AllPub",780,4,1,0,1412,45,1,6000,6
93000,"Pave","AllPub",468,3,1,0,1142,0,0,6000,6
119000,"Pave","AllPub",884,2,1,0,904,0,0,6000,4
100000,"Pave","AllPub",1145,2,2,0,1301,0,0,6911,5
141500,"Pave","AllPub",927,3,2,0,1539,112,0,6120,5
133000,"Pave","AllPub",884,3,1,0,1573,0,0,6120,6
60000,"Pave","AllPub",264,1,0,0,800,0,1,6120,4
105000,"Pave","AllPub",715,2,1,0,875,48,0,6120,5
115000,"Pave","AllPub",960,2,1,0,995,0,0,6120,5
150000,"Pave","AllPub",952,3,1,0,1582,189,1,6120,6
126500,"Pave","AllPub",1072,2,5,0,1072,0,0,8635,5
214500,"Pave","AllPub",844,5,2,0,2134,0,0,11888,10
167500,"Pave","AllPub",728,3,2,0,2019,509,0,11414,8
155000,"Pave","AllPub",1048,3,2,0,1768,0,0,8094,8
155000,"Pave","AllPub",910,4,1,0,1826,0,1,2500,7
179900,"Pave","AllPub",672,3,1,0,1944,24,0,9928,8
104000,"Pave","AllPub",755,5,0,0,2229,0,0,5520,8
62500,"Pave","AllPub",1040,4,0,0,2128,0,0,3000,11
149000,"Pave","AllPub",720,4,1,0,1930,0,0,6876,8
103000,"Pave","AllPub",780,2,2,0,1208,0,0,6240,5
123000,"Pave","AllPub",483,3,1,0,1427,0,0,5775,7
97500,"Pave","AllPub",1020,6,0,0,1864,0,0,5852,9
135000,"Pave","AllPub",1204,3,1,0,1666,0,0,5160,4
70000,"Pave","AllPub",858,1,0,0,892,0,0,5160,5
116000,"Pave","AllPub",698,3,1,0,1403,0,0,10320,7
88750,"Pave","AllPub",560,2,1,0,704,0,0,4280,4
179000,"Pave","AllPub",1200,3,0,0,1200,120,0,10800,5
179000,"Pave","AllPub",1200,3,0,0,1200,120,0,10800,5
159900,"Pave","AllPub",1152,2,1,0,1152,0,0,10547,6
61000,"Pave","AllPub",683,1,0,0,904,0,0,10020,4
103600,"Pave","AllPub",672,3,1,0,1369,147,0,6629,6
63000,"Pave","AllPub",585,4,1,0,1112,0,0,9780,6
175000,"Pave","AllPub",520,3,2,0,1464,302,1,12886,6
139000,"Pave","AllPub",1121,3,2,0,1121,0,0,8816,5
172500,"Pave","AllPub",918,3,2,0,1683,243,1,11184,7
113500,"Pave","AllPub",1052,3,1,0,1052,0,1,11625,6
130000,"Pave","AllPub",864,3,1,0,899,64,0,7800,5
149900,"Pave","AllPub",456,3,2,0,1034,0,1,8014,5
134900,"Pave","AllPub",858,2,2,0,858,120,0,7252,5
137000,"Pave","AllPub",840,2,2,0,860,0,0,8740,4
139000,"Pave","AllPub",1092,3,1,0,1092,0,1,11616,6
165000,"Pave","AllPub",552,4,1,0,1774,290,1,15400,8
148000,"Pave","AllPub",1138,3,2,0,1138,0,1,15312,6
165000,"Pave","AllPub",825,4,1,0,2071,131,1,15584,9
63900,"Pave","AllPub",0,2,0,0,660,0,0,9000,5
161500,"Pave","AllPub",1104,5,1,0,1788,120,2,11250,8
143000,"Pave","AllPub",1437,1,1,0,1473,0,2,25095,5
135000,"Pave","AllPub",1134,3,1,0,1229,0,0,17140,6
82500,"Pave","AllPub",861,1,2,0,861,158,0,12342,4
190000,"Pave","AllPub",1617,2,1,0,1867,476,3,10708,7
139600,"Pave","AllPub",0,4,2,0,1733,0,1,13680,8
122000,"Pave","AllPub",0,2,2,0,1383,0,0,15635,6
127500,"Pave","AllPub",1436,3,2,0,1689,0,1,9855,7
121500,"Pave","AllPub",1073,2,1,0,1073,0,0,9571,5
60000,"Pave","AllPub",1276,3,1,0,1276,0,0,9571,5
154400,"Pave","AllPub",747,3,1,0,1639,0,1,9350,6
113000,"Pave","AllPub",672,2,1,0,672,0,0,9340,4
125000,"Pave","AllPub",1089,3,1,0,1089,328,1,7440,5
84000,"Pave","AllPub",0,3,1,0,845,186,0,11500,5
139500,"Pave","AllPub",1049,2,1,0,1049,0,0,4235,5
131000,"Pave","AllPub",768,3,1,0,1716,0,1,11409,8
105000,"Pave","AllPub",560,2,1,0,1258,0,0,9060,6
108000,"Pave","AllPub",755,4,1,0,1510,120,1,9084,7
162000,"Pave","AllPub",1054,1,2,0,1061,114,0,10778,4
156500,"Pave","AllPub",520,2,2,0,1338,0,1,19255,5
316600,"Pave","AllPub",1496,1,2,0,2132,349,1,12327,5
271900,"Pave","AllPub",2158,3,3,0,2196,84,1,14684,7
213000,"Pave","AllPub",740,3,2,0,1775,234,1,9317,7
239900,"Pave","AllPub",1079,3,2,0,1879,400,1,10560,8
239500,"Pave","AllPub",1128,3,2,0,2020,0,1,9828,8
131000,"Pave","AllPub",0,4,2,0,2016,0,1,26400,7
118964,"Pave","AllPub",0,4,2,0,1535,0,0,7018,8
153337,"Pave","AllPub",1086,2,2,0,1224,120,2,7018,6
147983,"Pave","AllPub",0,6,2,0,2228,73,0,7018,8
118858,"Pave","AllPub",0,4,2,0,1535,0,0,7018,8
118858,"Pave","AllPub",0,4,2,0,1535,0,0,7018,8
142953,"Pave","AllPub",0,6,2,0,2240,154,0,7018,12
148325,"Pave","AllPub",1094,2,2,0,1229,120,2,7040,6
113722,"Pave","AllPub",0,4,2,0,1513,0,0,7007,8
269500,"Pave","AllPub",1168,6,4,0,2787,312,2,11855,8
269500,"Pave","AllPub",1168,6,4,0,2787,312,2,7939,8
269500,"Pave","AllPub",1168,6,4,0,2787,312,2,7976,8
323262,"Pave","AllPub",1555,1,3,0,1680,185,1,10933,8
297000,"Pave","AllPub",1705,3,3,0,1718,208,1,10637,7
295493,"Pave","AllPub",1622,3,3,0,1630,172,1,10226,8
332000,"Pave","AllPub",1720,3,3,0,1720,208,1,10816,8
239900,"Pave","AllPub",1468,3,3,0,1468,192,1,9178,6
212000,"Pave","AllPub",866,3,2,0,1768,144,0,10769,7
272500,"Pave","AllPub",1838,3,2,0,1838,154,2,11422,7
239000,"Pave","AllPub",1800,2,2,0,1800,288,0,11923,7
220000,"Pave","AllPub",1604,3,2,0,1604,123,1,8814,8
200000,"Pave","AllPub",1282,2,2,0,1290,168,1,6762,6
221800,"Pave","AllPub",1254,2,3,0,1254,168,0,10324,5
